id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,url
,6000,6000, 60 months,17.93%,152.14,E,E5,RENT,103000,10-May,Does not meet the credit policy. Status:Charged Off,
,8000,6700, 60 months,7.88%,135.47,A,A5,RENT,84996,10-May,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 36 months,14.96%,623.63,D,D2,MORTGAGE,95004,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 60 months,13.11%,228.1,C,C2,MORTGAGE,119000,10-May,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,11.36%,197.46,B,B5,MORTGAGE,200000,10-May,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 60 months,14.59%,282.91,D,D1,MORTGAGE,50585,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,10.99%,327.34,B,B4,RENT,46212,10-May,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,14.96%,692.92,D,D2,MORTGAGE,132000,10-May,Does not meet the credit policy. Status:Fully Paid,
,4800,4800, 36 months,15.70%,168.05,D,D4,RENT,50000,10-May,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,15.33%,522.41,D,D3,MORTGAGE,120000,10-May,Does not meet the credit policy. Status:Fully Paid,
,25000,18550, 36 months,13.48%,629.33,C,C3,MORTGAGE,150000,10-May,Does not meet the credit policy. Status:Fully Paid,
,6100,6100, 36 months,16.07%,214.67,D,D5,MORTGAGE,42000,10-May,Does not meet the credit policy. Status:Charged Off,
,25000,25000, 36 months,11.36%,822.74,B,B5,MORTGAGE,79740,10-May,Does not meet the credit policy. Status:Fully Paid,
,2800,2800, 36 months,13.85%,95.5,C,C4,MORTGAGE,53000,10-May,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,13.48%,339.25,C,C3,MORTGAGE,108684,10-May,Does not meet the credit policy. Status:Fully Paid,
,1200,1200, 36 months,7.88%,37.54,A,A5,MORTGAGE,57200,10-May,Does not meet the credit policy. Status:Fully Paid,
,14500,14500, 36 months,16.07%,510.32,D,D5,MORTGAGE,28000,10-May,Does not meet the credit policy. Status:Charged Off,
,25000,25000, 36 months,13.11%,843.63,C,C2,MORTGAGE,95000,10-May,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,17.56%,107.8,E,E4,MORTGAGE,54996,10-May,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.22%,171.43,C,C5,RENT,44000,10-May,Does not meet the credit policy. Status:Fully Paid,
,18500,18500, 36 months,10.25%,599.12,B,B2,MORTGAGE,99108,10-May,Does not meet the credit policy. Status:Fully Paid,
,5500,5500, 36 months,13.85%,187.58,C,C4,RENT,69000,10-May,Does not meet the credit policy. Status:Fully Paid,
,13000,13000, 36 months,14.22%,445.7,C,C5,RENT,24000,10-May,Does not meet the credit policy. Status:Charged Off,
,9250,9250, 36 months,15.33%,322.17,D,D3,RENT,36000,10-May,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,16.07%,351.94,D,D5,MORTGAGE,95004,10-May,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,19.04%,916.95,F,F3,MORTGAGE,65000,10-May,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 36 months,13.48%,135.7,C,C3,RENT,38400,10-May,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,10.62%,130.24,B,B3,RENT,84996,10-May,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,13.85%,682.08,C,C4,RENT,61200,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,11.36%,329.12,B,B5,MORTGAGE,84996,10-May,Does not meet the credit policy. Status:Fully Paid,
,6500,6500, 36 months,16.07%,228.76,D,D5,MORTGAGE,60000,10-May,Does not meet the credit policy. Status:Charged Off,
,1200,1200, 36 months,13.48%,40.71,C,C3,RENT,58000,10-May,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.96%,173.24,D,D2,RENT,35000,10-May,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,13.48%,203.55,C,C3,MORTGAGE,86200,10-May,Does not meet the credit policy. Status:Fully Paid,
,3400,3400, 36 months,13.85%,115.96,C,C4,MORTGAGE,62400,10-May,Does not meet the credit policy. Status:Fully Paid,
,23500,23500, 36 months,18.67%,857.53,F,F2,MORTGAGE,72000,10-May,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,13.11%,84.37,C,C2,RENT,13200,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2400,2400, 36 months,14.59%,82.72,D,D1,MORTGAGE,48543,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,16.07%,527.91,D,D5,MORTGAGE,105000,10-May,Does not meet the credit policy. Status:Fully Paid,
,4200,4200, 36 months,16.45%,148.59,E,E1,RENT,66150,10-Apr,Does not meet the credit policy. Status:Charged Off,
,9600,9600, 36 months,13.11%,323.96,C,C2,MORTGAGE,46866,10-Apr,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,13.11%,506.18,C,C2,MORTGAGE,110004,10-May,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,14.59%,103.4,D,D1,RENT,42000,10-May,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,14.22%,514.27,C,C5,MORTGAGE,55000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 36 months,16.07%,563.11,D,D5,MORTGAGE,100000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 36 months,13.85%,238.73,C,C4,MORTGAGE,40800,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,12.73%,268.53,C,C1,MORTGAGE,60000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,21000,21000, 36 months,14.22%,719.97,C,C5,RENT,52800,10-May,Does not meet the credit policy. Status:Fully Paid,
,6400,6400, 36 months,12.73%,214.83,C,C1,MORTGAGE,43000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,13200,13200, 36 months,10.99%,432.11,B,B4,MORTGAGE,82000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,15.70%,350.11,D,D4,MORTGAGE,60780,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10150,10150, 36 months,10.62%,330.49,B,B3,RENT,35000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,13.85%,682.08,C,C4,MORTGAGE,96000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,11500,11500, 36 months,14.96%,398.44,D,D2,RENT,30000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,14.22%,342.85,C,C5,MORTGAGE,84996,10-Apr,Does not meet the credit policy. Status:Charged Off,
,3600,3600, 36 months,10.25%,116.59,B,B2,MORTGAGE,675048,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,15.33%,69.66,D,D3,RENT,24500,10-Apr,Does not meet the credit policy. Status:Charged Off,
,4500,4500, 36 months,14.59%,155.1,D,D1,OWN,72000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,13.48%,407.09,C,C3,RENT,75000,10-May,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,16.82%,177.81,E,E2,RENT,42000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,15.33%,278.63,D,D3,RENT,62208,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,19.79%,296.44,F,F5,RENT,35000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,8400,8400, 36 months,13.85%,286.48,C,C4,RENT,27600,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10750,10750, 36 months,13.48%,364.69,C,C3,MORTGAGE,60000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,11.36%,65.83,B,B5,RENT,65000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,14.22%,857.11,C,C5,MORTGAGE,165000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,9600,9600, 36 months,14.96%,332.61,D,D2,RENT,52100,10-Apr,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 36 months,15.33%,208.97,D,D3,MORTGAGE,65000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,6600,6600, 36 months,13.11%,222.72,C,C2,RENT,39600,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,13.11%,202.47,C,C2,RENT,34000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,14000,14000, 36 months,14.59%,482.51,D,D1,RENT,100000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,12.73%,503.5,C,C1,RENT,50000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.11%,337.45,C,C2,RENT,860000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,15.33%,69.66,D,D3,RENT,26400,10-Apr,Does not meet the credit policy. Status:Charged Off,
,2500,2500, 36 months,15.33%,87.08,D,D3,RENT,70000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,7800,7800, 36 months,16.07%,274.52,D,D5,MORTGAGE,40000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8500,8500, 36 months,20.53%,318.19,G,G2,RENT,43000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,1500,1500, 36 months,14.22%,51.43,C,C5,RENT,41000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.11%,337.45,C,C2,RENT,79000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,17.93%,180.59,E,E5,RENT,51000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,14.96%,692.93,D,D2,MORTGAGE,135000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,21600,21600, 36 months,15.33%,752.3,D,D3,MORTGAGE,150000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,15.33%,174.15,D,D3,OWN,55000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,14.59%,516.98,D,D1,OWN,145000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,7750,7750, 36 months,13.11%,261.53,C,C2,RENT,25000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,3000,3000, 36 months,10.25%,97.16,B,B2,MORTGAGE,25000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,15.70%,280.09,D,D4,MORTGAGE,31200,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,19.79%,926.37,F,F5,MORTGAGE,1440000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5600,5600, 36 months,15.33%,195.04,D,D3,RENT,24000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,12.73%,167.84,C,C1,MORTGAGE,75000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5500,5500, 36 months,13.48%,186.59,C,C3,OWN,26899.2,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,10.99%,261.89,B,B4,MORTGAGE,84000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,13000,13000, 36 months,10.99%,425.56,B,B4,MORTGAGE,85000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,11.36%,131.65,B,B5,MORTGAGE,90231,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 36 months,13.85%,545.67,C,C4,MORTGAGE,65000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.22%,171.43,C,C5,MORTGAGE,60000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,4200,4200, 36 months,12.73%,140.98,C,C1,RENT,54000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,14.59%,516.98,D,D1,MORTGAGE,65000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 36 months,13.85%,409.25,C,C4,MORTGAGE,48800,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,21000,21000, 36 months,15.33%,731.4,D,D3,MORTGAGE,530000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,11200,11200, 36 months,9.88%,360.76,B,B1,RENT,120000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,16.82%,284.5,E,E2,MORTGAGE,36000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,13.11%,506.18,C,C2,MORTGAGE,233000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,12.73%,100.7,C,C1,RENT,100000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 36 months,13.85%,204.63,C,C4,RENT,38400,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,24000,24000, 36 months,14.59%,827.16,D,D1,RENT,275000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,15.33%,208.97,D,D3,RENT,115000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 36 months,13.48%,542.79,C,C3,RENT,60000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,15.70%,350.11,D,D4,RENT,123000,10-Apr,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,14.59%,344.65,D,D1,OWN,70000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,10.25%,161.93,B,B2,RENT,50676,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,24000,24000, 36 months,13.11%,809.88,C,C2,MORTGAGE,260000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,24000,24000, 36 months,13.11%,809.88,C,C2,RENT,58320,10-Apr,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,10.25%,161.93,B,B2,MORTGAGE,75000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,13.85%,68.21,C,C4,RENT,26124,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,17500,17500, 36 months,13.48%,593.68,C,C3,MORTGAGE,40962.96,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,12800,12800, 36 months,14.96%,443.48,D,D2,OWN,38000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,3500,3500, 36 months,13.85%,119.37,C,C4,OWN,111460,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,15250,15250, 36 months,14.96%,528.36,D,D2,MORTGAGE,65442,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,14.96%,207.88,D,D2,MORTGAGE,70000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,9000,9000, 36 months,10.99%,294.62,B,B4,MORTGAGE,60000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,15.70%,105.04,D,D4,RENT,45000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,10.99%,81.84,B,B4,RENT,10000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,11200,11200, 36 months,7.88%,350.34,A,A5,MORTGAGE,110000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,16.07%,175.97,D,D5,RENT,24000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 36 months,13.11%,134.98,C,C2,RENT,64000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.22%,171.43,C,C5,MORTGAGE,28080,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,10800,10800, 36 months,20.16%,402.24,G,G1,MORTGAGE,43500,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,11200,11200, 36 months,11.36%,368.61,B,B5,MORTGAGE,81000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,15250,15250, 36 months,15.33%,531.14,D,D3,RENT,47376,10-Apr,Does not meet the credit policy. Status:Charged Off,
,20000,20000, 36 months,12.73%,671.33,C,C1,MORTGAGE,265000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,21000,21000, 36 months,19.79%,778.15,F,F5,MORTGAGE,88500,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,4800,4800, 36 months,12.73%,161.12,C,C1,OWN,30000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,8400,8400, 36 months,13.85%,286.48,C,C4,MORTGAGE,72000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,14.59%,344.65,D,D1,RENT,49000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,15.33%,870.71,D,D3,RENT,160000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,15.70%,525.17,D,D4,RENT,40000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,18250,18250, 36 months,10.62%,594.22,B,B3,MORTGAGE,72000,10-Apr,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,13.48%,407.09,C,C3,MORTGAGE,55000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,3200,3200, 36 months,13.11%,107.99,C,C2,MORTGAGE,65000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,13.11%,168.73,C,C2,RENT,55260,10-Mar,Does not meet the credit policy. Status:Charged Off,
,3500,3500, 36 months,10.62%,113.96,B,B3,MORTGAGE,40000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,16.07%,351.94,D,D5,MORTGAGE,150000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,11.36%,329.12,B,B5,MORTGAGE,77116,10-Mar,Does not meet the credit policy. Status:Charged Off,
,3200,3200, 36 months,16.07%,112.63,D,D5,RENT,42000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,10.62%,162.8,B,B3,RENT,54000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,17.56%,718.64,E,E4,MORTGAGE,80000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,13.85%,136.42,C,C4,RENT,36000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,3550,3550, 36 months,14.59%,122.36,D,D1,MORTGAGE,45000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,15.33%,348.29,D,D3,MORTGAGE,250000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,2500,2500, 36 months,15.33%,87.08,D,D3,RENT,29464,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,16.82%,426.74,E,E2,RENT,48000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 36 months,11.36%,394.94,B,B5,RENT,45000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,13.11%,506.18,C,C2,MORTGAGE,50000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 36 months,10.62%,227.92,B,B3,RENT,40000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 36 months,16.82%,568.99,E,E2,MORTGAGE,75000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,13.11%,134.98,C,C2,RENT,45600,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 36 months,14.59%,516.98,D,D1,MORTGAGE,70000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,16.82%,889.05,E,E2,MORTGAGE,62000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,10.62%,195.36,B,B3,RENT,45000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,15.33%,208.97,D,D3,RENT,87000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,12.73%,268.53,C,C1,MORTGAGE,120000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,18.67%,912.27,F,F2,RENT,77000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,16.82%,177.81,E,E2,MORTGAGE,108000,10-Mar,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,12.73%,335.67,C,C1,MORTGAGE,65000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,12250,12250, 36 months,17.19%,437.9,E,E3,MORTGAGE,57000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 36 months,10.62%,814,B,B3,RENT,387840,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.48%,339.25,C,C3,RENT,110000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
,17000,17000, 36 months,16.82%,604.55,E,E2,MORTGAGE,109000,10-Mar,Does not meet the credit policy. Status:Fully Paid,
